trip_id,start_time,end_time,headway_secs,exact_times
B_055161C000_0,18:30:00,20:20:00,3600,0.0
B_055161C000_1,5:30:00,18:30:00,2400,0.0
B_055161C000_0,5:30:00,18:30:00,2400,0.0
B_051161C000_1,18:30:00,20:20:00,3300,0.0
B_051161C000_0,18:30:00,20:20:00,3300,0.0
B_051161C000_1,5:30:00,18:30:00,2100,0.0
B_051161C000_0,5:30:00,18:30:00,2100,0.0
B_055107B000_1,19:00:00,24:30:00,1200,0.0
B_055107B000_0,19:00:00,24:30:00,1200,0.0
B_055107B000_1,5:30:00,19:00:00,1080,0.0
B_055107B000_0,5:30:00,19:00:00,1080,0.0
B_051107B000_1,19:00:00,24:30:00,900,0.0
B_051107B000_0,19:00:00,24:30:00,900,0.0
B_051107B000_1,5:00:00,19:00:00,780,0.0
B_051107B000_0,5:00:00,19:00:00,780,0.0
B_0530128000_1,19:00:00,23:40:00,3000,0.0
B_0530128000_0,19:00:00,23:40:00,3000,0.0
B_0530128000_1,4:20:00,19:00:00,2940,0.0
B_0530128000_0,4:20:00,19:00:00,2640,0.0
B_0520128000_1,19:00:00,23:40:00,3240,0.0
B_0520128000_0,19:00:00,23:40:00,3240,0.0
B_0520128000_1,4:20:00,19:00:00,2640,0.0
B_0520128000_0,4:20:00,19:00:00,1980,0.0
B_0510128000_1,19:00:00,24:00:00,2940,0.0
B_0510128000_0,19:00:00,24:00:00,2400,0.0
B_0510128000_1,4:20:00,19:00:00,1380,0.0
B_0510128000_0,4:20:00,19:00:00,2340,0.0
B_055134A000_1,19:00:00,25:00:00,4860,0.0
B_055134A000_0,19:00:00,25:00:00,4860,0.0
B_055134A000_1,5:00:00,19:00:00,3480,0.0
B_055134A000_0,5:00:00,19:00:00,3480,0.0
B_051134A000_1,19:00:00,21:30:00,4560,0.0
B_051134A000_0,19:00:00,21:30:00,4560,0.0
B_051134A000_1,5:00:00,19:00:00,3180,0.0
B_051134A000_0,5:00:00,19:00:00,3180,0.0
B_052076N000_0,19:00:00,21:45:00,2700,0.0
B_053076X000_1,5:45:00,21:45:00,3000,0.0
B_053076X000_0,5:45:00,21:45:00,3000,0.0
B_052076N000_1,19:00:00,21:45:00,2700,0.0
B_052076X000_1,5:45:00,19:00:00,2400,0.0
B_052076X000_0,5:45:00,19:00:00,2400,0.0
B_051076N000_1,19:00:00,24:05:00,2100,0.0
B_051076N000_0,19:00:00,24:05:00,2100,0.0
B_051076X000_1,4:45:00,19:00:00,1500,0.0
B_051076X000_0,4:45:00,19:00:00,1500,0.0
B_050027A000_1,07:00:00,22:40:00,700,0.0
B_050027A000_0,07:00:00,22:40:00,700,0.0
B_053121A000_1,18:00:00,22:40:00,700,0.0
B_053121A000_0,18:00:00,22:40:00,700,0.0
B_053121A000_1,7:00:00,18:00:00,900,0.0
B_053121A000_0,7:00:00,18:00:00,900,0.0
B_052121A000_1,18:00:00,22:40:00,480,0.0
B_052121A000_0,18:00:00,22:40:00,480,0.0
B_052121A000_1,7:00:00,18:00:00,600,0.0
B_052121A000_0,7:00:00,18:00:00,600,0.0
B_051121A000_1,19:00:00,22:40:00,360,0.0
B_051121A000_0,19:00:00,22:40:00,360,0.0
B_051121A000_1,7:00:00,19:00:00,480,0.0
B_051121A000_0,7:00:00,19:00:00,480,0.0
B_0530069000_1,18:00:00,22:40:00,700,0.0
B_0530069000_0,18:00:00,22:40:00,700,0.0
B_0530069000_1,7:00:00,18:00:00,900,0.0
B_0530069000_0,7:00:00,18:00:00,900,0.0
B_0520069000_1,18:00:00,22:40:00,480,0.0
B_0520069000_0,18:00:00,22:40:00,480,0.0
B_0520069000_1,7:00:00,18:00:00,600,0.0
B_0520069000_0,7:00:00,18:00:00,600,0.0
B_0510069000_1,19:00:00,22:40:00,360,0.0
B_0510069000_0,19:00:00,22:40:00,360,0.0
B_0510069000_1,7:00:00,19:00:00,480,0.0
B_0510069000_0,7:00:00,19:00:00,480,0.0
B_053002A000_1,18:00:00,22:40:00,700,0.0
B_053002A000_0,18:00:00,22:40:00,700,0.0
B_053002A000_1,7:00:00,18:00:00,900,0.0
B_053002A000_0,7:00:00,18:00:00,900,0.0
B_052002A000_1,18:00:00,22:40:00,480,0.0
B_052002A000_0,18:00:00,22:40:00,480,0.0
B_052002A000_1,7:00:00,18:00:00,600,0.0
B_052002A000_0,7:00:00,18:00:00,600,0.0
B_051002A000_1,19:00:00,22:40:00,360,0.0
B_051002A000_0,19:00:00,22:40:00,360,0.0
B_051002A000_1,7:00:00,19:00:00,480,0.0
B_051002A000_0,7:00:00,19:00:00,480,0.0
B_053031B000_1,18:00:00,22:40:00,700,0.0
B_053031B000_0,18:00:00,22:40:00,700,0.0
B_053031B000_1,7:00:00,18:00:00,900,0.0
B_053031B000_0,7:00:00,18:00:00,900,0.0
B_052031B000_1,18:00:00,22:40:00,480,0.0
B_052031B000_0,18:00:00,22:40:00,480,0.0
B_052031B000_1,7:00:00,18:00:00,600,0.0
B_052031B000_0,7:00:00,18:00:00,600,0.0
B_051031B000_1,19:00:00,22:40:00,360,0.0
B_051031B000_0,19:00:00,22:40:00,360,0.0
B_051031B000_1,7:00:00,19:00:00,480,0.0
B_051031B000_0,7:00:00,19:00:00,480,0.0
B_053111A000_1,18:00:00,22:40:00,480,0.0
B_053111A000_0,18:00:00,22:40:00,480,0.0
B_053111A000_1,7:00:00,18:00:00,600,0.0
B_053111A000_0,7:00:00,18:00:00,600,0.0
B_052111A000_1,18:00:00,22:40:00,480,0.0
B_052111A000_0,18:00:00,22:40:00,480,0.0
B_052111A000_1,7:00:00,18:00:00,600,0.0
B_052111A000_0,7:00:00,18:00:00,600,0.0
B_051111A000_1,19:00:00,22:40:00,360,0.0
B_051111A000_0,19:00:00,22:40:00,360,0.0
B_051111A000_1,6:00:00,19:00:00,480,0.0
B_051111A000_0,6:00:00,19:00:00,480,0.0
B_053081A000_1,18:00:00,22:40:00,700,0.0
B_053081A000_0,18:00:00,22:40:00,700,0.0
B_053081A000_1,7:00:00,18:00:00,900,0.0
B_053081A000_0,7:00:00,18:00:00,900,0.0
B_052081A000_1,18:00:00,22:40:00,480,0.0
B_052081A000_0,18:00:00,22:40:00,480,0.0
B_052081A000_1,7:00:00,18:00:00,600,0.0
B_052081A000_0,7:00:00,18:00:00,600,0.0
B_051081A000_1,19:00:00,22:40:00,360,0.0
B_051081A000_0,19:00:00,22:40:00,360,0.0
B_051081A000_1,7:00:00,19:00:00,480,0.0
B_051081A000_0,7:00:00,19:00:00,480,0.0
B_0530132000_1,18:00:00,22:40:00,700,0.0
B_0530132000_0,18:00:00,22:40:00,700,0.0
B_0530132000_1,7:00:00,18:00:00,900,0.0
B_0530132000_0,7:00:00,18:00:00,900,0.0
B_0520132000_1,18:00:00,22:40:00,480,0.0
B_0520132000_0,18:00:00,22:40:00,480,0.0
B_0520132000_1,7:00:00,18:00:00,600,0.0
B_0520132000_0,7:00:00,18:00:00,600,0.0
B_0510132000_1,19:00:00,22:40:00,360,0.0
B_0510132000_0,19:00:00,22:40:00,360,0.0
B_0510132000_1,7:00:00,19:00:00,480,0.0
B_0510132000_0,7:00:00,19:00:00,480,0.0
B_055001D000_1,19:30:00,21:40:00,2460,0.0
B_055001D000_0,19:30:00,21:40:00,2460,0.0
B_055001D000_1,5:30:00,19:30:00,2220,0.0
B_055001D000_0,5:30:00,19:30:00,2220,0.0
B_051001D000_1,19:30:00,21:40:00,2160,0.0
B_051001D000_0,19:30:00,21:40:00,2160,0.0
B_051001D000_1,5:00:00,19:30:00,1920,0.0
B_051001D000_0,5:00:00,19:30:00,1920,0.0
B_05357AX000_1,5:00:00,19:00:00,1200,0.0
B_05357AX000_0,5:00:00,19:00:00,1200,0.0
B_05257AX000_1,5:00:00,19:00:00,1080,0.0
B_05257AX000_0,5:00:00,19:00:00,1080,0.0
B_05157AX000_1,5:00:00,19:00:00,780,0.0
B_05157AX000_0,5:00:00,19:00:00,780,0.0
B_05057AN000_1,24:00:00,29:00:00,1200,0.0
B_05057AN000_0,24:00:00,29:00:00,1200,0.0
B_05047AX000_1,5:10:00,22:30:00,720,0.0
B_05047AX000_0,5:10:00,22:30:00,720,0.0
B_053009C000_1,5:00:00,22:00:00,900,0.0
B_053009C000_0,5:00:00,22:00:00,900,0.0
B_052009C000_1,5:00:00,22:00:00,600,0.0
B_052009C000_0,5:00:00,22:00:00,600,0.0
B_051009C000_1,4:35:00,24:00:00,300,0.0
B_051009C000_0,4:35:00,24:00:00,300,0.0
B_055076A000_1,5:15:00,21:45:00,2400,0.0
B_055076A000_0,5:15:00,21:45:00,2400,0.0
B_051076A000_1,4:55:00,24:00:00,1980,0.0
B_051076A000_0,4:55:00,24:00:00,1980,0.0
B_053076N000_1,19:00:00,22:00:00,2760,0.0
B_053076N000_0,19:00:00,22:00:00,2760,0.0
B_055059A000_1,19:00:00,23:00:00,4740,0.0
B_055059A000_0,19:00:00,23:00:00,4740,0.0
B_055059A000_1,6:00:00,19:00:00,2400,0.0
B_055059A000_0,6:00:00,19:00:00,2400,0.0
B_051059A000_1,19:00:00,23:00:00,4440,0.0
B_051059A000_0,19:00:00,23:00:00,4440,0.0
B_051059A000_1,5:25:00,19:00:00,2100,0.0
B_051059A000_0,5:25:00,19:00:00,2100,0.0
B_0550059000_1,19:00:00,23:00:00,5640,0.0
B_0550059000_0,19:00:00,23:00:00,5640,0.0
B_0550059000_1,6:00:00,19:00:00,2760,0.0
B_0550059000_0,6:00:00,19:00:00,2760,0.0
B_0510059000_1,19:00:00,23:00:00,5340,0.0
B_0510059000_0,19:00:00,23:00:00,5340,0.0
B_0510059000_1,5:25:00,19:00:00,2460,0.0
B_0510059000_0,5:25:00,19:00:00,2460,0.0
B_055057C000_1,6:30:00,21:10:00,5220,0.0
B_055057C000_0,6:30:00,21:10:00,5220,0.0
B_051057C000_1,6:30:00,21:10:00,4920,0.0
B_051057C000_0,6:30:00,21:10:00,4920,0.0
B_050057C000_1,24:00:00,29:00:00,900,0.0
B_050057C000_0,24:00:00,29:00:00,900,0.0
B_055052C000_1,19:00:00,25:00:00,780,0.0
B_055052C000_0,19:00:00,25:00:00,780,0.0
B_055052C000_1,4:25:00,19:00:00,720,0.0
B_055052C000_0,4:25:00,19:00:00,720,0.0
B_051052C000_1,19:00:00,25:00:00,480,0.0
B_051052C000_0,19:00:00,25:00:00,480,0.0
B_051052C000_1,4:25:00,19:00:00,420,0.0
B_051052C000_0,4:25:00,19:00:00,420,0.0
B_05347AX000_1,5:00:00,24:00:00,960,0.0
B_05347AX000_0,5:00:00,24:00:00,960,0.0
B_05247AX000_1,5:00:00,24:00:00,960,0.0
B_05247AX000_0,5:00:00,24:00:00,960,0.0
B_05147AX000_1,5:00:00,24:00:00,660,0.0
B_05147AX000_0,5:00:00,24:00:00,660,0.0
B_05047AN000_1,24:00:00,29:00:00,900,0.0
B_05047AN000_0,24:00:00,29:00:00,900,0.0
B_055046C000_1,18:30:00,22:15:00,1020,0.0
B_055046C000_0,18:30:00,22:15:00,1020,0.0
B_055046C000_1,5:25:00,18:30:00,960,0.0
B_055046C000_0,5:25:00,18:30:00,960,0.0
B_051046C000_1,18:30:00,22:35:00,720,0.0
B_051046C000_0,18:30:00,22:35:00,720,0.0
B_051046C000_1,5:05:00,18:30:00,660,0.0
B_051046C000_0,5:05:00,18:30:00,660,0.0
B_0530043000_1,5:25:00,22:00:00,2100,0.0
B_0530043000_0,5:25:00,22:00:00,2100,0.0
B_0520043000_1,19:00:00,22:00:00,2100,0.0
B_0520043000_0,19:00:00,22:00:00,2100,0.0
B_0520043000_1,5:25:00,19:00:00,1920,0.0
B_0520043000_0,5:25:00,19:00:00,1920,0.0
B_0510043000_1,5:25:00,22:20:00,1800,0.0
B_0510043000_0,5:25:00,22:20:00,1800,0.0
B_053039B000_1,18:00:00,22:40:00,700,0.0
B_053039B000_0,18:00:00,22:40:00,700,0.0
B_053039B000_1,9:00:00,18:00:00,900,0.0
B_053039B000_0,7:00:00,18:00:00,900,0.0
B_052039B000_1,18:00:00,22:40:00,480,0.0
B_052039B000_0,18:00:00,22:40:00,480,0.0
B_052039B000_1,7:00:00,18:00:00,600,0.0
B_052039B000_0,7:00:00,18:00:00,600,0.0
B_051039B000_1,19:00:00,22:40:00,360,0.0
B_051039B000_0,18:00:00,22:40:00,360,0.0
B_051039B000_1,7:00:00,19:00:00,480,0.0
B_051039B000_0,7:00:00,18:00:00,480,0.0
B_0530037000_1,19:00:00,24:30:00,1200,0.0
B_0530037000_0,19:00:00,24:30:00,1200,0.0
B_0530037000_1,4:15:00,19:00:00,1080,0.0
B_0530037000_0,4:15:00,19:00:00,1080,0.0
B_0520037000_1,19:00:00,24:30:00,960,0.0
B_0520037000_0,19:00:00,24:30:00,960,0.0
B_0520037000_1,4:15:00,19:00:00,900,0.0
B_0520037000_0,4:15:00,19:00:00,900,0.0
B_0510037000_1,19:00:00,24:55:00,660,0.0
B_0510037000_0,19:00:00,24:55:00,660,0.0
B_0510037000_1,3:55:00,19:00:00,600,0.0
B_0510037000_0,3:55:00,19:00:00,600,0.0
B_05B34BO000_1,6:00:00,24:00:00,480,0.0
B_05B34BO000_0,6:00:00,24:00:00,480,0.0
B_05A34BO000_1,5:00:00,24:00:00,480,0.0
B_05A34BO000_0,5:00:00,24:00:00,480,0.0
B_05334BO000_1,6:00:00,23:00:00,600,0.0
B_05334BO000_0,6:00:00,23:00:00,600,0.0
B_053034A000_1,20:00:00,23:40:00,900,0.0
B_053034A000_1,7:00:00,20:00:00,480,0.0
B_053034A000_0,20:00:00,23:40:00,900,0.0
B_053034A000_0,7:00:00,20:00:00,480,0.0
B_052034A000_1,20:00:00,24:40:00,720,0.0
B_052034A000_0,20:00:00,24:40:00,720,0.0
B_052034A000_1,6:00:00,20:00:00,360,0.0
B_052034A000_0,6:00:00,20:00:00,360,0.0
B_051034A000_1,20:00:00,22:00:00,600,0.0
B_051034A000_0,20:00:00,22:00:00,600,0.0
B_051034A000_1,5:35:00,20:00:00,300,0.0
B_051034A000_0,5:35:00,20:00:00,300,0.0
B_0530033000_1,6:50:00,24:00:00,2700,0.0
B_0530033000_0,6:50:00,24:00:00,2700,0.0
B_0520033000_1,6:30:00,21:30:00,2400,0.0
B_0520033000_0,6:30:00,21:30:00,2400,0.0
B_0510033000_1,4:40:00,21:55:00,1800,0.0
B_0510033000_0,4:40:00,21:55:00,1800,0.0
B_0550025000_1,18:30:00,21:30:00,900,0.0
B_0550025000_0,18:30:00,21:30:00,900,0.0
B_0550025000_1,6:15:00,18:30:00,600,0.0
B_0550025000_0,6:15:00,18:30:00,600,0.0
B_0510025000_1,19:00:00,22:05:00,900,0.0
B_0510025000_0,19:00:00,22:05:00,900,0.0
B_0510025000_1,5:15:00,19:00:00,600,0.0
B_0510025000_0,5:15:00,19:00:00,600,0.0
B_0550023000_1,5:40:00,22:15:00,660,0.0
B_0550023000_0,5:40:00,22:15:00,660,0.0
B_0510023000_1,4:30:00,23:00:00,360,0.0
B_0510023000_0,4:30:00,23:00:00,360,0.0
B_053200N000_1,20:00:00,24:30:00,1200,0.0
B_053200N000_0,20:00:00,24:30:00,1200,0.0
B_053200X000_1,5:30:00,20:00:00,900,0.0
B_053200X000_0,5:30:00,20:00:00,900,0.0
B_052200N000_1,20:00:00,24:30:00,900,0.0
B_052200N000_0,20:00:00,24:30:00,900,0.0
B_052200X000_1,5:30:00,20:00:00,600,0.0
B_052200X000_0,5:30:00,20:00:00,600,0.0
B_051200N000_1,25:00:00,29:00:00,900,0.0
B_051200N000_0,25:00:00,29:00:00,900,0.0
B_051200N000_1,20:00:00,24:30:00,600,0.0
B_051200N000_0,20:00:00,24:30:00,600,0.0
B_051200X000_1,5:00:00,20:00:00,360,0.0
B_051200X000_0,5:00:00,20:00:00,360,0.0
B_055019A000_1,19:00:00,23:00:00,4560,0.0
B_055019A000_0,19:00:00,23:00:00,4560,0.0
B_055019A000_1,6:00:00,19:00:00,2700,0.0
B_055019A000_0,6:00:00,19:00:00,2700,0.0
B_051019A000_1,19:00:00,23:00:00,4260,0.0
B_051019A000_0,19:00:00,23:00:00,4260,0.0
B_051019A000_1,5:25:00,19:00:00,2400,0.0
B_051019A000_0,5:25:00,19:00:00,2400,0.0
B_0550019000_1,19:00:00,23:00:00,5280,0.0
B_0550019000_0,19:00:00,23:00:00,5280,0.0
B_0550019000_1,6:00:00,19:00:00,2880,0.0
B_0550019000_0,6:00:00,19:00:00,2880,0.0
B_0510019000_1,19:00:00,23:00:00,4980,0.0
B_0510019000_0,19:00:00,23:00:00,4980,0.0
B_0510019000_1,6:00:00,19:00:00,2580,0.0
B_0510019000_0,5:25:00,19:00:00,2580,0.0
B_0550018000_1,5:35:00,23:20:00,1380,0.0
B_0550018000_0,5:35:00,23:20:00,1380,0.0
B_0510018000_1,5:05:00,23:20:00,1080,0.0
B_0510018000_0,5:05:00,23:20:00,1080,0.0
B_055017F000_1,19:00:00,24:25:00,4560,0.0
B_055017F000_0,19:00:00,24:25:00,4560,0.0
B_055017F000_1,5:25:00,19:00:00,2220,0.0
B_055017F000_0,5:25:00,19:00:00,2220,0.0
B_051017F000_1,19:00:00,24:40:00,4260,0.0
B_051017F000_0,19:00:00,24:40:00,4260,0.0
B_051017F000_1,5:25:00,19:00:00,1920,0.0
B_051017F000_0,5:25:00,19:00:00,1920,0.0
B_055017E000_1,19:00:00,24:00:00,3600,0.0
B_055017E000_0,19:00:00,24:00:00,3600,0.0
B_055017E000_1,4:45:00,19:00:00,1920,0.0
B_055017E000_0,4:45:00,19:00:00,1920,0.0
B_051017E000_1,19:00:00,24:10:00,3360,0.0
B_051017E000_0,19:00:00,24:10:00,3360,0.0
B_051017E000_1,4:40:00,19:00:00,1620,0.0
B_051017E000_0,4:40:00,19:00:00,1620,0.0
B_0530168000_1,19:30:00,21:50:00,720,0.0
B_0530168000_0,19:30:00,21:50:00,720,0.0
B_0530168000_1,5:30:00,19:30:00,600,0.0
B_0530168000_0,5:30:00,19:30:00,600,0.0
B_0520168000_1,19:30:00,21:50:00,480,0.0
B_0520168000_0,19:30:00,21:50:00,480,0.0
B_0520168000_1,5:30:00,19:30:00,360,0.0
B_0520168000_0,5:30:00,19:30:00,360,0.0
B_0510168000_1,5:20:00,22:05:00,180,0.0
B_0510168000_0,5:20:00,22:05:00,180,0.0
B_0550167000_1,19:00:00,21:00:00,4320,0.0
B_0550167000_0,19:00:00,21:00:00,4320,0.0
B_0550167000_1,6:00:00,19:00:00,3000,0.0
B_0550167000_0,6:00:00,19:00:00,3000,0.0
B_0510167000_1,19:00:00,21:00:00,4080,0.0
B_0510167000_0,19:00:00,21:00:00,4080,0.0
B_0510167000_1,6:00:00,19:00:00,2700,0.0
B_0510167000_0,6:00:00,19:00:00,2700,0.0
B_0550166000_1,19:00:00,21:00:00,4200,0.0
B_0550166000_0,19:00:00,21:00:00,4200,0.0
B_0550166000_1,6:00:00,19:00:00,2940,0.0
B_0550166000_0,6:00:00,19:00:00,2940,0.0
B_0510166000_1,19:20:00,21:00:00,3900,0.0
B_0510166000_0,19:20:00,21:00:00,3900,0.0
B_0510166000_1,5:50:00,19:20:00,2640,0.0
B_0510166000_0,5:50:00,19:20:00,2640,0.0
B_055165AE000_1,19:00:00,22:10:00,720,0.0
B_055165AE000_0,19:00:00,22:10:00,720,0.0
B_055165AO000_1,5:10:00,19:00:00,660,0.0
B_055165AO000_0,5:10:00,19:00:00,660,0.0
B_051165AE000_1,19:00:00,22:40:00,420,0.0
B_051165AE000_0,19:00:00,22:40:00,420,0.0
B_051165AO000_1,4:50:00,19:00:00,360,0.0
B_051165AO000_0,4:50:00,19:00:00,360,0.0
B_0530164000_1,19:00:00,22:00:00,8400,0.0
B_0530164000_0,19:00:00,22:00:00,8400,0.0
B_0530164000_1,5:45:00,19:00:00,3300,0.0
B_0530164000_0,5:45:00,19:00:00,3300,0.0
B_0520164000_1,19:00:00,22:00:00,4500,0.0
B_0520164000_0,19:00:00,22:00:00,4500,0.0
B_0520164000_1,5:45:00,19:00:00,3300,0.0
B_0520164000_0,5:45:00,19:00:00,3300,0.0
B_0510164000_1,19:00:00,22:00:00,6660,0.0
B_0510164000_0,19:00:00,22:00:00,6660,0.0
B_0510164000_1,5:45:00,19:00:00,2820,0.0
B_0510164000_0,5:45:00,19:00:00,2820,0.0
B_055163B000_1,19:00:00,21:00:00,4320,0.0
B_055163B000_0,19:00:00,21:00:00,4320,0.0
B_055163B000_1,6:00:00,19:00:00,3000,0.0
B_055163B000_0,6:00:00,19:00:00,3000,0.0
B_051163B000_1,19:00:00,21:00:00,4020,0.0
B_051163B000_0,19:00:00,21:00:00,4020,0.0
B_051163B000_1,6:00:00,19:00:00,2700,0.0
B_051163B000_0,6:00:00,19:00:00,2700,0.0
B_055163A000_1,19:00:00,21:00:00,5640,0.0
B_055163A000_0,19:00:00,21:00:00,5640,0.0
B_055163A000_1,6:00:00,19:00:00,3000,0.0
B_055163A000_0,6:00:00,19:00:00,3000,0.0
B_051163A000_1,19:00:00,21:00:00,5340,0.0
B_051163A000_0,19:00:00,21:00:00,5340,0.0
B_051163A000_1,6:00:00,19:00:00,2700,0.0
B_051163A000_0,6:00:00,19:00:00,2700,0.0
B_0550163000_1,19:00:00,21:00:00,5400,0.0
B_0550163000_0,19:00:00,21:00:00,5400,0.0
B_0550163000_1,6:00:00,19:00:00,2820,0.0
B_0550163000_0,6:00:00,19:00:00,2820,0.0
B_0510163000_1,19:00:00,21:00:00,5100,0.0
B_0510163000_0,19:00:00,21:00:00,5100,0.0
B_0510163000_1,6:00:00,19:00:00,2520,0.0
B_0510163000_0,6:00:00,19:00:00,2520,0.0
B_055162D000_1,19:00:00,24:45:00,2160,0.0
B_055162D000_0,19:00:00,24:45:00,2160,0.0
B_055162D000_1,4:55:00,19:00:00,1980,0.0
B_055162D000_0,4:55:00,19:00:00,1980,0.0
B_051162D000_1,19:00:00,24:45:00,1860,0.0
B_051162D000_0,19:00:00,24:45:00,1860,0.0
B_051162D000_1,4:55:00,19:00:00,1680,0.0
B_051162D000_0,4:55:00,19:00:00,1680,0.0
B_055162B000_1,19:00:00,21:00:00,6960,0.0
B_055162B000_0,19:00:00,21:00:00,6960,0.0
B_055162B000_1,6:00:00,19:00:00,3660,0.0
B_055162B000_0,6:00:00,19:00:00,3660,0.0
B_051162B000_1,19:00:00,21:00:00,6660,0.0
B_051162B000_0,19:00:00,21:00:00,6660,0.0
B_051162B000_1,6:00:00,19:00:00,3360,0.0
B_051162B000_0,6:00:00,19:00:00,3360,0.0
B_0550162000_1,18:30:00,21:45:00,3600,0.0
B_0550162000_0,18:30:00,21:45:00,3600,0.0
B_0550162000_1,5:55:00,18:30:00,2280,0.0
B_0550162000_0,5:55:00,18:30:00,2280,0.0
B_0510162000_1,19:00:00,22:15:00,3300,0.0
B_0510162000_0,19:00:00,22:15:00,3300,0.0
B_0510162000_1,5:25:00,19:00:00,1980,0.0
B_0510162000_0,5:25:00,19:00:00,1980,0.0
B_055161F000_1,18:00:00,20:00:00,2340,0.0
B_055161F000_0,18:00:00,20:00:00,2340,0.0
B_055161F000_1,5:50:00,18:00:00,1620,0.0
B_055161F000_0,5:50:00,18:00:00,1620,0.0
B_051161F000_1,19:00:00,22:10:00,2040,0.0
B_051161F000_0,19:00:00,22:10:00,2040,0.0
B_051161F000_1,5:50:00,19:00:00,1320,0.0
B_051161F000_0,5:50:00,19:00:00,1320,0.0
B_055161E000_1,18:30:00,21:50:00,2520,0.0
B_055161E000_0,18:30:00,21:50:00,2520,0.0
B_055161E000_1,7:10:00,18:30:00,2220,0.0
B_055161E000_0,7:10:00,18:30:00,2220,0.0
B_051161E000_1,18:30:00,21:50:00,2220,0.0
B_051161E000_0,18:30:00,21:50:00,2220,0.0
B_051161E000_1,5:40:00,18:30:00,1920,0.0
B_051161E000_0,5:40:00,18:30:00,1920,0.0
B_055161D000_1,18:30:00,21:10:00,3000,0.0
B_055161D000_0,18:30:00,21:10:00,3000,0.0
B_055161D000_1,5:10:00,18:30:00,1620,0.0
B_055161D000_0,5:10:00,18:30:00,1620,0.0
B_051161D000_1,18:30:00,21:40:00,2700,0.0
B_051161D000_0,18:30:00,21:40:00,2700,0.0
B_051161D000_1,5:10:00,18:30:00,1320,0.0
B_051161D000_0,5:10:00,18:30:00,1320,0.0
B_0550161000_1,18:00:00,21:00:00,3900,0.0
B_0550161000_0,18:00:00,21:00:00,3900,0.0
B_0550161000_1,5:10:00,18:00:00,2460,0.0
B_0550161000_0,5:10:00,18:00:00,2460,0.0
B_0510161000_1,18:00:00,21:00:00,3600,0.0
B_0510161000_0,18:00:00,21:00:00,3600,0.0
B_0510161000_1,5:10:00,18:00:00,2160,0.0
B_0510161000_0,5:10:00,18:00:00,2160,0.0
B_0550159000_1,19:00:00,22:30:00,2640,0.0
B_0550159000_0,19:00:00,22:30:00,2640,0.0
B_0550159000_1,5:00:00,19:00:00,1800,0.0
B_0550159000_0,5:00:00,19:00:00,1800,0.0
B_0510159000_1,19:00:00,22:30:00,2340,0.0
B_0510159000_0,19:00:00,22:30:00,2340,0.0
B_0510159000_1,5:00:00,19:00:00,1500,0.0
B_0510159000_0,5:00:00,19:00:00,1500,0.0
B_0550149000_1,19:00:00,22:00:00,3060,0.0
B_0550149000_0,19:00:00,22:00:00,3060,0.0
B_0550149000_1,5:00:00,19:00:00,3420,0.0
B_0550149000_0,5:00:00,19:00:00,3420,0.0
B_0510149000_1,19:00:00,23:15:00,2760,0.0
B_0510149000_0,19:00:00,23:15:00,2760,0.0
B_0510149000_1,4:20:00,19:00:00,3120,0.0
B_0510149000_0,4:20:00,19:00:00,3120,0.0
B_0550148000_1,19:00:00,22:00:00,7140,0.0
B_0550148000_0,19:00:00,22:00:00,7140,0.0
B_0550148000_1,5:00:00,19:00:00,3000,0.0
B_0550148000_0,5:00:00,19:00:00,3000,0.0
B_0510148000_1,19:00:00,24:30:00,6840,0.0
B_0510148000_0,19:00:00,24:30:00,6840,0.0
B_0510148000_1,4:00:00,19:00:00,2700,0.0
B_0510148000_0,4:00:00,19:00:00,2700,0.0
B_0550147000_1,18:30:00,22:30:00,5760,0.0
B_0550147000_0,18:30:00,22:30:00,5760,0.0
B_0550147000_1,5:30:00,18:30:00,2820,0.0
B_0550147000_0,5:30:00,18:30:00,2820,0.0
B_0510147000_1,19:00:00,23:05:00,5460,0.0
B_0510147000_0,19:00:00,23:05:00,5460,0.0
B_0510147000_1,4:35:00,19:00:00,2520,0.0
B_0510147000_0,4:35:00,19:00:00,2520,0.0
B_0550146000_1,18:30:00,22:30:00,4020,0.0
B_0550146000_0,18:30:00,22:30:00,4020,0.0
B_0550146000_1,5:22:00,18:30:00,2220,0.0
B_0550146000_0,5:22:00,18:30:00,2220,0.0
B_0510146000_1,19:00:00,23:00:00,3720,0.0
B_0510146000_0,19:00:00,23:00:00,3720,0.0
B_0510146000_1,4:50:00,19:00:00,1920,0.0
B_0510146000_0,4:50:00,19:00:00,1920,0.0
B_055145A000_1,19:00:00,23:00:00,3300,0.0
B_055145A000_0,19:00:00,23:00:00,3300,0.0
B_055145A000_1,5:00:00,19:00:00,2400,0.0
B_055145A000_0,5:00:00,19:00:00,2400,0.0
B_051145A000_1,19:00:00,24:20:00,3000,0.0
B_051145A000_0,19:00:00,24:20:00,3000,0.0
B_051145A000_1,4:50:00,19:00:00,2100,0.0
B_051145A000_0,4:50:00,19:00:00,2100,0.0
B_0550145000_1,19:00:00,22:00:00,2940,0.0
B_0550145000_0,19:00:00,22:00:00,2940,0.0
B_0550145000_1,5:00:00,19:00:00,1860,0.0
B_0550145000_0,5:00:00,19:00:00,1860,0.0
B_0510145000_1,19:00:00,24:00:00,2640,0.0
B_0510145000_0,19:00:00,24:00:00,2640,0.0
