stop_id,stop_name,stop_lat,stop_lon,zone_id,wheelchair_boarding
B_0200L4-SNTAANITA,Santa Anita,19.40289,-99.1217,0200L4-SNTAANITA,2
B_0200L4-JAMAICA,Jamaica,19.41092,-99.12174,0200L4-JAMAICA,2
B_0200L4-FRAYSERVANDO,Fray Servando,19.42159,-99.12053,0200L4-FRAYSERVANDO,2
B_0200L4-CANDELARIA,Candelaria,19.42876,-99.11943,0200L4-CANDELARIA,2
B_0200L4-MORELOS,Morelos,19.43966,-99.11815,0200L4-MORELOS,2
B_0200L4-CANALNTE,Canal del Norte,19.44895,-99.11613,0200L4-CANALNTE,2
B_0200L4-CONSULADO,Consulado,19.45802,-99.1139,0200L4-CONSULADO,2
B_0200L4-BONDOJITO,Bondojito,19.46463,-99.11198,0200L4-BONDOJITO,2
B_0200L4-TALISMAN,Talismán,19.47436,-99.10801,0200L4-TALISMAN,2
B_0200L4-MARTINCARR,Martín Carrera,19.48504,-99.10437,0200L4-MARTINCARR,2
B_0200L3-UNIVERSIDAD,Universidad,19.32435,-99.17394,0200L3-UNIVERSIDAD,1
B_0200L3-COPILCO,Copilco,19.3361,-99.17697,0200L3-COPILCO,1
B_0200L3-MAQ,Miguel Ángel de Quevedo,19.34625,-99.18076,0200L3-MAQ,2
B_0200L3-VIVEROS,Viveros y  Derechos Humanos,19.35346,-99.176,0200L3-VIVEROS,2
B_0200L3-COYOACAN,Coyoacán,19.36136,-99.17086,0200L3-COYOACAN,2
B_0200L3-ZAPATA,Zapata,19.37119,-99.16451,0200L3-ZAPATA,1
B_0200L3-DIVISIONNTE,División del Norte,19.37918,-99.15948,0200L3-DIVISIONNTE,2
B_0200L3-EUGENIA,Eugenia,19.38617,-99.1572,0200L3-EUGENIA,2
B_0200L3-ETIOPIA,Etiopía y Plaza de la Transparencia,19.39592,-99.15603,0200L3-ETIOPIA,1
B_0200L3-CENTROMEDICO,Centro Médico,19.40773,-99.15515,0200L3-CENTROMEDICO,1
B_0200L3-HOSPITALGRAL,Hospital General,19.41376,-99.15325,0200L3-HOSPITALGRAL,1
B_0200L3-NINOSHEROES,Niños Héroes y  Poder Judicial CDMX,19.41948,-99.15036,0200L3-NINOSHEROES,2
B_0200L3-BALDERAS,Balderas,19.42648,-99.14906,0200L3-BALDERAS,1
B_0200L3-JUAREZ,Juárez,19.43325,-99.14768,0200L3-JUAREZ,1
B_0200L3-HIDALGO,Hidalgo,19.43738,-99.14678,0200L3-HIDALGO,2
B_0200L3-GUERRERO,Guerrero,19.44473,-99.14519,0200L3-GUERRERO,2
B_0200L3-TLATELOLCO,Tlatelolco,19.45506,-99.14313,0200L3-TLATELOLCO,2
B_0200L3-LARAZA,La Raza,19.46888,-99.13951,0200L3-LARAZA,1
B_0200L3-POTRERO,Potrero,19.47719,-99.13201,0200L3-POTRERO,2
B_0200L3-DTVO18MARZO,Deportivo 18 de Marzo,19.48511,-99.1255,0200L3-DTVO18MARZO,2
B_0200L3-INDIOSVERD,Indios Verdes,19.49534,-99.11951,0200L3-INDIOSVERD,2
B_0200L2-TASQUENA,Tasqueña,19.34376,-99.13953,0200L2-TASQUENA,1
B_0200L2-GRALANAYA,General Anaya,19.35324,-99.14501,0200L2-GRALANAYA,2
B_0200L2-ERMITA,Ermita,19.36198,-99.1429,0200L2-ERMITA,1
B_0200L2-PORTALES,Portales,19.36992,-99.14157,0200L2-PORTALES,2
B_0200L2-NATIVITAS,Nativitas,19.38005,-99.14002,0200L2-NATIVITAS,2
B_0200L2-VILLADECORT,Villa de Cortés,19.38758,-99.13896,0200L2-VILLADECORT,2
B_0200L2-XOLA,Xola,19.39521,-99.13781,0200L2-XOLA,1
B_0200L2-VIADUCTO,Viaducto,19.40087,-99.1369,0200L2-VIADUCTO,2
B_0200L2-CHABACANO,Chabacano,19.40918,-99.13562,0200L2-CHABACANO,1
B_0200L2-SANANTONIO,San Antonio Abad,19.41602,-99.13454,0200L2-SANANTONIO,2
B_0200L2-PINOSUAREZ,Pino Suárez,19.42438,-99.13294,0200L2-PINOSUAREZ,1
B_0200L2-ZOCALO,Zócalo,19.4325,-99.13225,0200L2-ZOCALO,1
B_0200L2-ALLENDE,Allende,19.43556,-99.13687,0200L2-ALLENDE,2
B_0200L2-BELLASARTES,Bellas Artes,19.43638,-99.14161,0200L2-BELLASARTES,2
B_0200L2-HIDALGO,Hidalgo,19.43755,-99.14722,0200L2-HIDALGO,2
B_0200L2-REVOLUCION,Revolución,19.43923,-99.15423,0200L2-REVOLUCION,1
B_0200L2-SANCOSME,San Cosme,19.4419,-99.16066,0200L2-SANCOSME,2
B_0200L2-NORMAL,Normal,19.44456,-99.16727,0200L2-NORMAL,2
B_0200L2-COLMILITAR,Colegio Militar,19.44927,-99.17178,0200L2-COLMILITAR,2
B_0200L2-POPOTLA,Popotla,19.45291,-99.17549,0200L2-POPOTLA,2
B_0200L2-CUITLAHUAC,Cuitláhuac,19.45725,-99.1815,0200L2-CUITLAHUAC,2
B_0200L2-TACUBA,Tacuba,19.45938,-99.18823,0200L2-TACUBA,2
B_0200L2-PANTEONES,Panteones,19.45864,-99.20295,0200L2-PANTEONES,2
B_0200L2-CUATROCAMIN,Cuatro Caminos,19.45959,-99.21584,0200L2-CUATROCAMIN,1
B_0200L1-PANTITLAN,Pantitlán,19.41633,-99.07474,0200L1-PANTITLAN,1
B_0200L1-ZARAGOZA,Zaragoza,19.41192,-99.08229,0200L1-ZARAGOZA,1
B_0200L1-GOMEZFARIAS,Gómez Farías,19.41648,-99.09021,0200L1-GOMEZFARIAS,2
B_0200L1-PTOAEREO,Boulevard Puerto Aéreo,19.41994,-99.09626,0200L1-PTOAEREO,1
B_0200L1-BALBUENA,Balbuena,19.42336,-99.10277,0200L1-BALBUENA,1
B_0200L1_MOCTEZUMA,Moctezuma,19.42685,-99.1098,0200L1_MOCTEZUMA,1
B_0200L1-SANLAZARO,San Lázaro,19.43006,-99.11426,0200L1-SANLAZARO,2
B_0200L1-CANDELARIA,Candelaria,19.42954,-99.12091,0200L1-CANDELARIA,2
B_0200L1-MERCED,Merced,19.42549,-99.12503,0200L1-MERCED,1
B_0200L1-PINOSUAREZ,Pino Suárez,19.42592,-99.13264,0200L1-PINOSUAREZ,1
B_0200L1-ISABELLACA,Isabel la Católica,19.42639,-99.13783,0200L1-ISABELLACA,2
B_0200L1-SALTODELAGUA,Salto del Agua,19.42695,-99.14341,0200L1-SALTODELAGUA,1
B_0200L1-BALDERAS,Balderas,19.427,-99.14948,0200L1-BALDERAS,1
B_0200L1-CUAUHTEMOC,Cuauhtémoc,19.42566,-99.1546,0200L1-CUAUHTEMOC,1
B_0200L1-INSURGENTES,Insurgentes,19.42365,-99.16329,0200L1-INSURGENTES,1
B_0200L1-SEVILLA,Sevilla,19.42185,-99.17112,0200L1-SEVILLA,1
B_0200L1-CHAPULTEPEC,Chapultepec ,19.42075,-99.17642,0200L1-CHAPULTEPEC,2
B_0200L1-JUANACATLAN,Juanacatlán,19.41295,-99.18198,0200L1-JUANACATLAN,2
B_0200L1-TACUBAYA,Tacubaya,19.40251,-99.18764,0200L1-TACUBAYA,2
B_0200L1-OBSERVATORIO,Observatorio,19.39828,-99.2004,0200L1-OBSERVATORIO,1
B_0300L7-CAMPOMARTE1,Campo Marte,19.42664,-99.19944,0300L7-CAMPOMARTE1,1
B_0300L7-CAMPOMARTE0,Campo Marte,19.42703,-99.19946,0300L7-CAMPOMARTE0,1
B_0300L7-AUDITORIO1,Auditorio,19.42572,-99.1936,0300L7-AUDITORIO1,1
B_0300L7-AUDITORIO0,Auditorio,19.42609,-99.19339,0300L7-AUDITORIO0,1
B_0300L7-ANTROPO1,Antropología,19.42462,-99.18566,0300L7-ANTROPO1,1
B_0300L7-ANTROPO0,Antropología,19.42472,-99.18441,0300L7-ANTROPO0,1
B_0300L7-GANDHI1,Gandhi,19.42389,-99.18091,0300L7-GANDHI1,1
B_0300L7-GANDHI0,Gandhi,19.42407,-99.18014,0300L7-GANDHI0,1
B_0300L7-CHAPU1,Chapultepec,19.42359,-99.17467,0300L7-CHAPU1,1
B_0300L7-CHAPU0,Chapultepec,19.42406,-99.17427,0300L7-CHAPU0,1
B_0300L7-DIANA1,La Diana,19.42459,-99.17254,0300L7-DIANA1,1
B_0300L7-DIANA0,La Diana,19.42563,-99.17092,0300L7-DIANA0,1
B_0300L7-ANGEL1,El Ángel,19.42642,-99.16866,0300L7-ANGEL1,1
B_0300L7-ANGEL0,El Ángel,19.42665,-99.16876,0300L7-ANGEL0,1
B_0300L7-PALMA1,Ahuehuete,19.42804,-99.16518,0300L7-PALMA1,1
B_0300L7-PALMA0,Ahuehuete,19.42851,-99.16479,0300L7-PALMA0,1
B_0300L7-HAMBURGO1,Hamburgo,19.42918,-99.16279,0300L7-HAMBURGO1,1
B_0300L7-HAMBURGO0,Hamburgo,19.43005,-99.16153,0300L7-HAMBURGO0,1
B_0300L7-REFORMA1,Reforma,19.43111,-99.15854,0300L7-REFORMA1,1
B_0300L7-REFORMA0,Reforma,19.43143,-99.15871,0300L7-REFORMA0,1
B_0300L7-PARIS1,París,19.4324,-99.15597,0300L7-PARIS1,1
B_0300L7-PARIS0,París,19.4326,-99.15615,0300L7-PARIS0,1
B_0300L7-GTACOLON1,Amajac,19.43353,-99.15358,0300L7-GTACOLON1,1
B_0300L7-GTACOLON0,Amajac,19.434,-99.15316,0300L7-GTACOLON0,1
B_0300L7-CABALLITO1,El Caballito,19.43503,-99.15039,0300L7-CABALLITO1,1
B_0300L7-CABALLITO0,El Caballito,19.43607,-99.14906,0300L7-CABALLITO0,1
B_0300L7-HIDALGO1,Hidalgo,19.43663,-99.1476,0300L7-HIDALGO1,1
B_0300L7-HIDALGO0,Hidalgo,19.43787,-99.14638,0300L7-HIDALGO0,1
B_0300L7-GTAVIOLETA1,Glorieta Violeta,19.43955,-99.1441,0300L7-GTAVIOLETA1,1
B_0300L7-GTAVIOLETA0,Glorieta Violeta,19.44155,-99.14234,0300L7-GTAVIOLETA0,1
B_0300L7-GARIBALDI1,Garibaldi,19.44351,-99.13955,0300L7-GARIBALDI1,1
B_0300L7-GARIBALDI0,Garibaldi,19.44486,-99.1387,0300L7-GARIBALDI0,1
B_0300L7-GTACUI1,Glorieta Cuitláhuac,19.44725,-99.13564,0300L7-GTACUI1,1
B_0300L7-GTACUI0,Glorieta Cuitláhuac,19.44947,-99.13399,0300L7-GTACUI0,1
B_0300L7-TRESCULT1,Tres Culturas,19.45072,-99.13262,0300L7-TRESCULT1,1
B_0300L7-TRESCULT0,Tres Culturas,19.45126,-99.13258,0300L7-TRESCULT0,1
B_0300L7-PERALVILLO1,Peralvillo,19.45274,-99.13102,0300L7-PERALVILLO1,1
B_0300L7-PERALVILLO0,Peralvillo,19.45371,-99.13081,0300L7-PERALVILLO0,1
B_0300L7-MDOBEET1,Mercado Beethoven,19.45714,-99.12928,0300L7-MDOBEET1,1
B_0300L7-MDOBEET0,Mercado Beethoven,19.45761,-99.12918,0300L7-MDOBEET0,1
B_0300L7-MISTERIOS1,Misterios,19.46107,-99.12764,0300L7-MISTERIOS1,1
B_0300L7-MISTERIOS0,Misterios,19.46239,-99.12732,0300L7-MISTERIOS0,1
B_0300L7-CLAVE1,Clave,19.46441,-99.12648,0300L7-CLAVE1,1
B_0300L7-CLAVE0,Clave ,19.46494,-99.12636,0300L7-CLAVE0,1
B_0300L7-ROBLESDZ1,Robles Domínguez,19.46684,-99.12557,0300L7-ROBLESDZ1,1
B_0300L7-ROBLESDZ0,Robles Domínguez,19.46862,-99.12498,0300L7-ROBLESDZ0,1
B_0300L7-EXCELSIOR1,Excélsior,19.47059,-99.12416,0300L7-EXCELSIOR1,1
B_0300L7-EXCELSIOR0,Excélsior,19.47232,-99.1236,0300L7-EXCELSIOR0,1
B_0300L7-NECAXA1,Necaxa,19.47514,-99.12246,0300L7-NECAXA1,1
B_0300L7-NECAXA0,Necaxa,19.47648,-99.12203,0300L7-NECAXA0,1
B_0300L7-TALISMAN1,Av. Talismán,19.47849,-99.1212,0300L7-TALISMAN1,1
B_0300L7-TALISMAN0,Av. Talismán,19.47899,-99.12108,0300L7-TALISMAN0,1
B_0300L7-GARRIDO1,Garrido,19.48305,-99.11948,0300L7-GARRIDO1,1
B_0300L7-GARRIDO0,Garrido,19.4835,-99.11936,0300L7-GARRIDO0,1
B_0300L7-DELGAM,Delegación Gustavo A. Madero,19.48368,-99.11392,0300L7-DELGAM,1
B_0300L7-HOSPINFVILL,Hospital Infantil La Villa,19.48708,-99.11381,0300L7-HOSPINFVILL,1
B_0300L7-MISTERIOS,De Los Misterios,19.4876,-99.11783,0300L7-MISTERIOS,1
B_0300L7-INDIOSVERDES,Indios Verdes,19.4933,-99.121,0300L7-INDIOSVERDES,1
B_0300L6-482,482,19.46686,-99.07552,0300L6-482,1
B_0300L6-414,414,19.46843,-99.07159,0300L6-414,1
B_0300L6-VILLARAGON,Villa de Aragón,19.464920000000006,-99.05952,0300L6-VILLARAGON,1
B_0300L6-FCOMORAZAN,Francisco Morazán,19.46705,-99.06183,0300L6-FCOMORAZAN,1
B_0300L6-COLBACH9,Colegio de Bachilleres 9,19.4698,-99.065,0300L6-COLBACH9,1
B_0300L6-416OTE,416 Oriente,19.47114,-99.07091,0300L6-416OTE,1
B_0300L6-PRADERA,La Pradera,19.47313,-99.06867,0300L6-PRADERA,1
B_0300L6-VOLCANFUEGO,Volcán de Fuego,19.47697,-99.07252,0300L6-VOLCANFUEGO,1
B_0300L6-AMPLPROVID,Ampliación Providencia,19.47985,-99.0753,0300L6-AMPLPROVID,1
B_0300L6-DVOGALEANA,Deportivo Los Galeana,19.47846,-99.07805,0300L6-DVOGALEANA,1
B_0300L6-416PTE,416 Poniente,19.472520000000006,-99.07938,0300L6-416PTE,1
B_0300L6-LORETOFABE,Loreto Fabela,19.4674,-99.08098,0300L6-LORETOFABE,1
B_0300L6-PBLOARAGON,Pueblo San Juan de Aragón,19.47101,-99.08636,0300L6-PBLOARAGON,1
B_0300L6-CASASALEMAN,Casas Alemán,19.47432,-99.08837,0300L6-CASASALEMAN,1
B_0300L6-GRANCANAL,Gran Canal,19.47709,-99.09293,0300L6-GRANCANAL,1
B_0300L6-JUANARAGON,San Juan de Aragón,19.47876,-99.09717,0300L6-JUANARAGON,1
B_0300L6-HOSPGRALVILLA,Hospital General La Villa,19.48037,-99.10119,0300L6-HOSPGRALVILLA,1
B_0300L6-MARTINCARR,Martín Carrera,19.48204,-99.10534,0300L6-MARTINCARR,1
B_0300L6-DELGAM,Delegación Gustavo A. Madero,19.48389,-99.11234,0300L6-DELGAM,1
B_0300L6-HOSPINFVILLA,Hospital Infantil La Villa,19.48804,-99.1147,0300L6-HOSPINFVILLA,1
B_0300L6-MISTERIOS,De Los Misterios,19.48721,-99.11795,0300L6-MISTERIOS,1
B_0300L6-VILLA,La Villa,19.48543,-99.1196,0300L6-VILLA,1
B_0300L6-DVO18MZO,Deportivo 18 de Marzo,19.4866,-99.1224,0300L6-DVO18MZO,1
B_0300L6-RIOBAMBA,Riobamba,19.48865,-99.1279,0300L6-RIOBAMBA,1
B_0300L6-IPN,Instituto Politécnico Nacional,19.49043,-99.13265,0300L6-IPN,1
B_0300L6-BARTOLO,San Bartolo,19.49196,-99.13911,0300L6-BARTOLO,1
B_0300L6-INSTPETRO,Instituto del Petróleo,19.49315,-99.14517,0300L6-INSTPETRO,1
B_0300L6-LIND-VALLEJO,Lindavista - Vallejo,19.49378,-99.14804,0300L6-LIND-VALLEJO,1
B_0300L6-MONTEVIDEO,Montevideo,19.49488,-99.15306,0300L6-MONTEVIDEO,1
B_0300L6-NTE45,Norte 45,19.49635,-99.15975,0300L6-NTE45,1
B_0300L6-NTE59,Norte 59,19.49762,-99.16555,0300L6-NTE59,1
B_0300L6-TECNOPARQUE,Tecnoparque,19.50247,-99.17888,0300L6-TECNOPARQUE,1
B_0300L6-UAMAZCAPOTZ,UAM Azcapotzalco,19.50401,-99.18399,0300L6-UAMAZCAPOTZ,1
B_0300L6-FERRONALES,Ferocarriles Nacionales,19.50487,-99.1886,0300L6-FERRONALES,1
B_0300L6-CULTURAS,De Las Culturas,19.51094,-99.19261,0300L6-CULTURAS,1
B_0300L6-COLBACH1,Colegio de Bachilleres 1,19.51164,-99.19731,0300L6-COLBACH1,1
B_0300L6-ROSARIO,El Rosario,19.50717,-99.19955,0300L6-ROSARIO,1
B_0300L5-PREPA1,Preparatoria 1,19.27351,-99.12051,0300L5-PREPA1,1
B_0300L5-DIFXOCHIMIL,DIF Xochimilco,19.27747,-99.11809,0300L5-DIFXOCHIMIL,1
B_0300L5-CTOCUEMANCO,Circuito Cuemanco,19.28104,-99.1168,0300L5-CTOCUEMANCO,1
B_0300L5-MUYUGUARDA,Muyuguarda,19.28522,-99.11549,0300L5-MUYUGUARDA,1
B_0300L5-CANAVERALES,Cañaverales,19.29541,-99.11449,0300L5-CANAVERALES,1
B_0300L5-CALZHUESO,Calzada del Hueso,19.30091,-99.11354,0300L5-CALZHUESO,1
B_0300L5-VISTAHERMOSA,Vista Hermosa,19.30681,-99.11179,0300L5-VISTAHERMOSA,1
B_0300L5-BOMBAS,Las Bombas,19.31147,-99.11074,0300L5-BOMBAS,1
B_0300L5-TEPETLAPA,Tepetlapa,19.31634,-99.11163,0300L5-TEPETLAPA,1
B_0300L5-VIRGEN,La Virgen,19.32068,-99.11362,0300L5-VIRGEN,1
B_0300L5-MANUELASAENZ,Manuela Sáenz,19.32421,-99.11397,0300L5-MANUELASAENZ,1
B_0300L5-ESIMECULHUACAN,ESIME Culhuacán,19.32921,-99.11354,0300L5-ESIMECULHUACAN,1
B_0300L5-CAFETALES,Cafetales,19.33372,-99.11315,0300L5-CAFETALES,1
B_0300L5-CALZTASQUENA,Calzada Taxqueña,19.33876,-99.113,0300L5-CALZTASQUENA,1
B_0300L5-BARRIOSANANTO,Barrio San Antonio,19.34313,-99.11244,0300L5-BARRIOSANANTO,1
B_0300L5-PUEBLOREYES,Pueblo los Reyes,19.34798,-99.11134,0300L5-PUEBLOREYES,1
B_0300L5-ERMITAIZTAPA,Ermita Iztapalapa,19.35663,-99.11134,0300L5-ERMITAIZTAPA,1
B_0300L5-ATANASIOSARA,Atanasio G. Saravia,19.36126,-99.11028,0300L5-ATANASIOSARA,1
B_0300L5-ESCUADRON201,Escuadrón 201,19.36604,-99.10919,0300L5-ESCUADRON201,1
B_0300L5-OTE116,Oriente 116,19.39026,-99.11266,0300L5-OTE116,1
B_0300L5-MCOYUYA,Metro Coyuya,19.39939,-99.11353,0300L5-MCOYUYA,1
B_0300L5-HTALGRALTRONCO,Hospital General Troncoso,19.40546,-99.11357,0300L5-HTALGRALTRONCO,1
B_0300L5-MIXIUHCA,Mixiuhca,19.4082,-99.11328,0300L5-MIXIUHCA,1
B_0300L5-AVTALLER,Avenida del Taller,19.41278,-99.11282,0300L5-AVTALLER,1
B_0300L5-VENUSTIANOCARR,Venustiano Carranza,19.41837,-99.11222,0300L5-VENUSTIANOCARR,1
B_0300L5-SANLAZARO,San Lázaro Norte,19.43122,-99.1152,0300L5-SANLAZARO,1
B_0300L5-ARCHGRALNAC,Archivo General de la Nación,19.43726,-99.11438,0300L5-ARCHGRALNAC,1
B_0300L5-MDOMORELOS,Mercado Morelos,19.44128,-99.11343,0300L5-MDOMORELOS,1
B_0300L5-DVOEDOMOLINA,Deportivo Eduardo Molina,19.44478,-99.11212,0300L5-DVOEDOMOLINA,1
B_0300L5-CANALNTE,Canal del Norte,19.4496,-99.11037,0300L5-CANALNTE,1
B_0300L5-RIOREMEDIOS,Río de los Remedios,19.50711,-99.08593,0300L5-RIOREMEDIOS,1
B_0300L4-ALAMEDAOTE,Alameda Oriente,19.43077,-99.05338,0300L4-ALAMEDAOTE,1
B_0300L4-CALLE6,Calle 6,19.42111,-99.05852,0300L4-CALLE6,1
B_0300L4-PANTITLAN,Pantitlán,19.41707,-99.07345,0300L4-PANTITLAN,1
B_0300L4-AEROT2,Terminal 2 - Aeropuerto,19.42148,-99.07725,0300L4-AEROT2,1
B_0300L4-AEROT1,Terminal 1 - Aeropuerto,19.43531,-99.08367,0300L4-AEROT1,1
B_0300L4-LAZARO1,San Lázaro Oriente,19.43091,-99.11517,0300L4-LAZARO1,1
B_0300L4-LAZARO0,San Lázaro,19.43112,-99.11543,0300L4-LAZARO0,1
B_0300L4-ARCHGRALNAC1,Archivo General de la Nación,19.43497,-99.11462,0300L4-ARCHGRALNAC1,1
B_0300L4-ARCHGRALNAC0,Archivo General de la Nación,19.43536,-99.11518,0300L4-ARCHGRALNAC0,1
B_0300L4-MORELOS1,Morelos,19.43579,-99.11824,0300L4-MORELOS1,1
B_0300L4-MORELOS0,Morelos,19.43581,-99.119,0300L4-MORELOS0,1
B_0300L4-FERROCINT1,Ferrocarril de Cintura,19.43614,-99.12081,0300L4-FERROCINT1,1
B_0300L4-FERROCINT0,Ferrocarril de Cintura,19.436,-99.12161,0300L4-FERROCINT0,1
B_0300L4-MIXCALCO1,Mixcalco,19.43636,-99.12341,0300L4-MIXCALCO1,1
B_0300L4-MIXCALCO0,Mixcalco,19.43632,-99.12416,0300L4-MIXCALCO0,1
B_0300L4-TEATROPUEB1,Teatro del Pueblo,19.43685,-99.12704,0300L4-TEATROPUEB1,1
B_0300L4-TEATROPUEB0,Teatro del Pueblo,19.436770000000006,-99.12762,0300L4-TEATROPUEB0,1
B_0300L4-REPARGEN1,República de Argentina,19.43736,-99.13119,0300L4-REPARGEN1,1
B_0300L4-REPARGEN0,República de Argentina,19.43741,-99.132,0300L4-REPARGEN0,1
B_0300L4-REPCHILE1,República de Chile,19.43788,-99.13502,0300L4-REPCHILE1,1
B_0300L4-REPCHILE0,República de Chile,19.43797,-99.1359,0300L4-REPCHILE0,1
B_0300L4-TEATROBLAN1,Teatro Blanquita,19.43843,-99.13908,0300L4-TEATROBLAN1,1
B_0300L4-TEATROBLAN0,Teatro Blanquita,19.43864,-99.13997,0300L4-TEATROBLAN0,1
B_0300L4-BELLASARTES1,Bellas Artes,19.43641,-99.14172,0300L4-BELLASARTES1,1
B_0300L4-BELLASARTES0,Bellas Artes,19.43641,-99.14182,0300L4-BELLASARTES0,1
B_0300L4-HIDALGO1,Hidalgo,19.4373,-99.14615,0300L4-HIDALGO1,1
B_0300L4-HIDALGO0,Hidalgo ,19.43728,-99.14621,0300L4-HIDALGO0,1
B_0300L4-MUSEOSCARL1,Museo San Carlos,19.43823,-99.1506,0300L4-MUSEOSCARL1,1
B_0300L4-MUSEOSCARL0,Museo San Carlos,19.438270000000006,-99.15078,0300L4-MUSEOSCARL0,1
B_0300L4-MOCTEZUMA,Moctezuma,19.42689,-99.11198,0300L4-MOCTEZUMA,1
B_0300L4-EDOMOLINA,Eduardo Molina,19.42718,-99.11623,0300L4-EDOMOLINA,1
B_0300L4-HOSPBALBUE,Hospital Balbuena,19.4251,-99.11615,0300L4-HOSPBALBUE,1
B_0300L4-CECILIOROB1,Cecilio Robelo,19.42548,-99.11904,0300L4-CECILIOROB1,1
B_0300L4-CECILIOROB0,Cecilio Robelo,19.42517,-99.11987,0300L4-CECILIOROB0,1
B_0300L4-MDOSONORA1,Mercado de Sonora,19.42324,-99.12341,0300L4-MDOSONORA1,1
B_0300L4-MDOSONORA0,Mercado de Sonora,19.42318,-99.12392,0300L4-MDOSONORA0,1
B_0300L4-CIRCUNVALA,Circunvalación,19.42834,-99.12552,0300L4-CIRCUNVALA,1
B_0300L4-MERCED,La Merced,19.42545,-99.12595,0300L4-MERCED,1
B_0300L4-CRUCESNTE,Las Cruces Norte,19.4287,-99.12927,0300L4-CRUCESNTE,1
B_0300L4-CRUCESSUR,Las Cruces Sur,19.42616,-99.12992,0300L4-CRUCESSUR,1
B_0300L4-PINOSUAREZ,Pino Suárez,19.42666,-99.13278,0300L4-PINOSUAREZ,1
B_0300L4-MUSEOCDAD1,Museo de la Ciudad,19.42914,-99.13241,0300L4-MUSEOCDAD1,1
B_0300L4-MUSEOCDAD0,Museo de la Ciudad,19.42893,-99.1328,0300L4-MUSEOCDAD0,1
B_0300L4-ISABELCATOLI1,Isabel la Católica,19.42969,-99.13659,0300L4-ISABELCATOLI1,1
B_0300L4-ISABELCATOLI0,Isabel la Católica,19.42962,-99.13701,0300L4-ISABELCATOLI0,1
B_0300L4-SALVADOR1,El Salvador,19.42987,-99.13854,0300L4-SALVADOR1,1
B_0300L4-SALVADOR0,El Salvador,19.43007,-99.13942,0300L4-SALVADOR0,1
B_0300L4-EJECTRAL1,Eje Central ,19.4303,-99.1408,0300L4-EJECTRAL1,1
B_0300L4-EJECTRAL0,Eje Central,19.43033,-99.14193,0300L4-EJECTRAL0,1
B_0300L4-MDOSANJUAN1,Mercados San Juan,19.43061,-99.14355,0300L4-MDOSANJUAN1,1
B_0300L4-MDOSANJUAN0,Mercados San Juan,19.43077000000001,-99.14465,0300L4-MDOSANJUAN0,1
B_0300L4-JUAREZ1,Juárez,19.43126,-99.14774,0300L4-JUAREZ1,1
B_0300L4-JUAREZ0,Juárez ,19.43131,-99.14839,0300L4-JUAREZ0,1
B_0300L4-VOCA51,Vocacional 5,19.43159,-99.15022,0300L4-VOCA51,1
B_0300L4-VOCA5,Vocacional 5,19.43176,-99.15095,0300L4-VOCA5,1
B_0300L4-DEFENSPUBLIC,Defensoría Pública,19.43311,-99.15063,0300L4-DEFENSPUBLIC,1
B_0300L4-DEFENSPUBLICA,Defensoría Pública,19.43336,-99.15101,0300L4-DEFENSPUBLICA,1
B_0300L4-GTACOLON1,Amajac,19.43416,-99.15353,0300L4-GTACOLON1,1
B_0300L4-GTACOLON0,Amajac,19.43501,-99.15337,0300L4-GTACOLON0,1
B_0300L4-PZAREPUBL1,Plaza de la República,19.4368,-99.15414,0300L4-PZAREPUBL1,1
B_0300L4-PZAREPUBLI0,Plaza de la República ,19.43713,-99.15398,0300L4-PZAREPUBLI0,1
B_0300L4-MXTENOCH1,México Tenochtitlan,19.43864,-99.15346,0300L4-MXTENOCH1,1
B_0300L4-MXTENOCH0,México Tenochtitlan ,19.43903,-99.15327,0300L4-MXTENOCH0,1
B_0300L4-CUAUHTEMOC1,Cuahutémoc ,19.44214,-99.15245,0300L4-CUAUHTEMOC1,1
B_0300L4-CUAUHTEMOC0,Cuahutémoc,19.44259,-99.15242,0300L4-CUAUHTEMOC0,1
B_0300L4-BUENAVISTA,Buenavista,19.44486,-99.15227,0300L4-BUENAVISTA,1
B_0300L3-MIGUELLAURENT,Miguel Laurent,19.37434,-99.16038,0300L3-MIGUELLAURENT,1
B_0300L3-DIVISIONNTE,División del Norte,19.37993,-99.15897,0300L3-DIVISIONNTE,1
B_0300L3-EUGENIA,Eugenia,19.38595,-99.15723,0300L3-EUGENIA,1
B_0300L3-LUZSAVINON,Luz Saviñón,19.39091,-99.15644,0300L3-LUZSAVINON,1
B_0300L3-OBREROMUNDIAL,Obrero Mundial,19.40106,-99.1556,0300L3-OBREROMUNDIAL,1
B_0300L3-CENTROMEDICO,Centro Médico,19.40727,-99.15513,0300L3-CENTROMEDICO,1
B_0300L3-DRMARQUEZ,Dr. Márquez,19.41111,-99.15484,0300L3-DRMARQUEZ,1
B_0300L3-HOSPGENERAL,Hospital General,19.41444,-99.15456,0300L3-HOSPGENERAL,1
B_0300L3-JARDINPUSHK,Jardín Pushkin,19.4204,-99.15408,0300L3-JARDINPUSHK,1
B_0300L3-CUAUHTEMOC,Cuauhtémoc,19.42496,-99.1537,0300L3-CUAUHTEMOC,1
B_0300L3-BALDERAS,Balderas,19.42807,-99.14874,0300L3-BALDERAS,1
B_0300L3-JUAREZ,Juárez,19.43129,-99.14803,0300L3-JUAREZ,1
