stop_id,stop_name,stop_lat,stop_lon,zone_id,wheelchair_boarding
B_05059A0-PINOFMAGON,Pino - Flores Magón,19.45465,-99.15524,05059A0-PINOFMAGON,0
B_05059A0-PINOEULALIAG,Pino - Eulalia Gúzman,19.45822,-99.15456,05059A0-PINOEULALIAG,0
B_05059A0-PINOMIMOSAS,Pino - Mimosas,19.46174,-99.15393,05059A0-PINOMIMOSAS,0
B_05059A0-PINORIOCONSU,Pino - Río Consulado,19.46355,-99.1536,05059A0-PINORIOCONSU,0
B_05059A0-PINOCALLE4,Pino - Calle 4,19.46599,-99.15313,05059A0-PINOCALLE4,0
B_05059A0-PINOEORTIZ,Pino - Encarnación Ortiz,19.46857,-99.15267,05059A0-PINOEORTIZ,0
B_05059A0-PINOCUAUHTEM,Pino - Cuauhtémoc,19.47022,-99.1524,05059A0-PINOCUAUHTEM,0
B_05059A0-PINOCALLE7,Pino - Calle 7,19.47162,-99.15218,05059A0-PINOCALLE7,0
B_05059A0-CUICALLE16,Cuitlahuac - Calle 16,19.47311,-99.15273,05059A0-CUICALLE16,0
B_05059A0-CUICAMARNS,Cuitlahuac - Camarones,19.46839,-99.17656,05059A0-CUICAMARNS,0
B_05059A0-CMRNSNUBIA,Camarones - Nubia,19.4745,-99.18214,05059A0-CMRNSNUBIA,0
B_05059A0-MAZCAPOZALC,Manuel Acuña - Av. Azcapotzalco,19.47887,-99.18806,05059A0-MAZCAPOZALC,0
B_05059A0-REFAZTECAS,Reforma - Aztecas,19.4799,-99.18777,05059A0-REFAZTECAS,0
B_05059A0-ZRGZESPERANZ,Zaragoza - Esperanza,19.48266,-99.1872,05059A0-ZRGZESPERANZ,0
B_05059A0-SMONCASTILLA,San Simón - Castilla,19.48457,-99.18659,05059A0-SMONCASTILLA,0
B_05059A0-CULTBACHILLE,Av. de las Culturas - Frente a Bachilleres,19.51164,-99.19903,05059A0-CULTBACHILLE,0
B_0500591-TOLMNOESCOB,Tolstoi - Mariano Escobedo,19.425,-99.17811,0500591-TOLMNOESCOB,0
B_0500591-MESCELISEOS,General Mariano Escobedo - Campos Eliseos,19.42862,-99.17992,0500591-MESCELISEOS,0
B_0500591-MNALGARDA,Marina Nacional - Lago Garda,19.44938,-99.18311,0500591-MNALGARDA,0
B_0500591-MNALCARRILLO,Marina Nacional - Carrillo Puerto,19.45164,-99.18499,0500591-MNALCARRILLO,0
B_0500591-MNALGSIDRA,Marina Nacional - Golfo de Sidra,19.45428,-99.18721,0500591-MNALGSIDRA,0
B_0500591-ASDINVIERNO,Aquiles Serdán - Invierno,19.46966,-99.18935,0500591-ASDINVIERNO,0
B_0500591-ASD5FEBRERO,Aquiles Serdán - 5 de Febrero,19.47614,-99.18875,0500591-ASD5FEBRERO,0
B_0500591-ASDMACUNA,Aquiles Serdán - Manuel Acuña,19.478620000000006,-99.18856,0500591-ASDMACUNA,0
B_0500591-ASDSANMATEO,Aquiles Serdán - San Mateo,19.48303,-99.18828,0500591-ASDSANMATEO,0
B_0500591-ASDFERROCAR,Aquiles Serdán - Ferrocarril,19.48565,-99.18954,0500591-ASDFERROCAR,0
B_0500591-ASDCHICHAPO,Aquiles Serdán - Campo Chichapo,19.48846,-99.19277,0500591-ASDCHICHAPO,0
B_0500591-ASDMASERDAN,Aquiles Serdán - Metro Aquiles Serdan,19.49077,-99.19518,0500591-ASDMASERDAN,0
B_0500591-ASDSAUCES,Aquiles Serdán - Sauces,19.4927,-99.19661,0500591-ASDSAUCES,0
B_0500591-ASDAHUEHUETS,Aquiles Serdán - Ahuehuetes,19.49555,-99.19851,0500591-ASDAHUEHUETS,0
B_0500591-ASDCOLORADA,Aquiles Serdán - Tierra Colorada,19.49898,-99.20169,0500591-ASDCOLORADA,0
B_0500591-ASDROSARIO,Aquiles Serdán - Av. Rosario y Prados del Rosario,19.50173,-99.20433,0500591-ASDROSARIO,0
B_0500591-ASDOSAMAYOR,Aquiles Serdán - Osa Mayor,19.50404,-99.20595,0500591-ASDOSAMAYOR,0
B_0500591-VIARENACIMNTO,Aquiles Serdán y Parque Vía - Renacimiento,19.50607,-99.20791,0500591-VIARENACIMNTO,0
B_0500591-RENCULTURAS,Renacimiento - Av. de las Culturas,19.50827,-99.20825,0500591-RENCULTURAS,0
B_0500591-CULTRIOBLNCO,Av. de las Culturas - Río Blanco,19.5086,-99.20575,0500591-CULTRIOBLNCO,0
B_0500591-CULTHIDROGNO,Av. de las Culturas - Hidrógeno,19.51022,-99.20208,0500591-CULTHIDROGNO,0
B_0500591-CULTCARBONO,Av. de las Culturas - Carbono,19.51115,-99.19964,0500591-CULTCARBONO,0
B_0500590-CTRMCHAPULT,Cierre de Circuito Cetram Chapultepec,19.42216,-99.17593,0500590-CTRMCHAPULT,0
B_0500590-MNALGARDA,Marina Nacional - Lago Garda,19.44959,-99.18365,0500590-MNALGARDA,0
B_0500590-MNALCARRILLO,Marina  Nacional - Carrillo Puerto,19.45211,-99.18568,0500590-MNALCARRILLO,0
B_0500590-MNALESPIRIDIN,Marina Nacional - Lago Espiridino,19.45229,-99.18582,0500590-MNALESPIRIDIN,0
B_0500590-VIAESTIO,Parque Vía - Estio,19.46599,-99.19008,0500590-VIAESTIO,0
B_0500590-VIAMREFINERIA,Parque Vía - Metro Refinería,19.46987,-99.18972,0500590-VIAMREFINERIA,0
B_0500590-VIAELORDUY,Parque Vía - Aquiles Elorduy,19.47459,-99.18928,0500590-VIAELORDUY,0
B_0500590-VIAMCAMRONS,Parque  Vía - Metro Camarones,19.47929,-99.18887,0500590-VIAMCAMRONS,0
B_0500590-VIAMHGO,Parque Vía - Miguel Hidalgo,19.48129,-99.18869,0500590-VIAMHGO,0
B_0500590-VIAFERROCARR,Parque Vía - Ferrocarril,19.48554,-99.18987,0500590-VIAFERROCARR,0
B_0500590-VIAXOLAHUAC,Parque Vía - Campo Axolahuac,19.48813,-99.19293,0500590-VIAXOLAHUAC,0
B_0500590-VIAMAQSERDAN,Parque Vía - Metro Aquiles Serdán,19.4908,-99.19566,0500590-VIAMAQSERDAN,0
B_0500590-VIAUHMHGO,Parque Vía - Unidad Habitacional Miguel Hidalgo,19.49402000000001,-99.1981,0500590-VIAUHMHGO,0
B_0500590-VIAPTEGUERRA,Parque Vía - Puente de Guerra,19.49624,-99.19953,0500590-VIAPTEGUERRA,0
B_0500590-VIACOVARRUV,Parque Vía - Hernández Covarruvias,19.4991,-99.20225,0500590-VIACOVARRUV,0
B_0500590-VIAHCDSOTELO,Parque Vía - Hacienda de Sotelo,19.5021,-99.20508,0500590-VIAHCDSOTELO,0
B_0500590-VIAHCDMEDIO,Parque Vía - Hacienda de en Medio,19.50453,-99.20702,0500590-VIAHCDMEDIO,0
B_0500590-RENAPRQVIA,Renacimiento - Parque Vía,19.50661,-99.20837,0500590-RENAPRQVIA,0
B_0500590-CULTALFARERS,Av. de las Culturas - Alfareros,19.50848,-99.20845,0500590-CULTALFARERS,0
B_0500590-CULTNAHUATL,Av. de las Culturas - Cultura Nahuatl,19.50898,-99.20545,0500590-CULTNAHUATL,0
B_0500590-CULTPESCADRS,Av. de las Culturas - Pescadores,19.51062,-99.20209,0500590-CULTPESCADRS,0
B_0500590-CULTMECANICO,Av. de las Culturas - Mecánicos,19.51149,-99.19975,0500590-CULTMECANICO,0
B_0500590-CULTURANIO,Av. de la Culturas - Uranio,19.51087,-99.19852,0500590-CULTURANIO,0
B_05057C1-GARAYUHEJER,Anillo Periférico Canal de Garay - Unidad Habitacional Ejercito,19.3137,-99.0802,05057C1-GARAYUHEJER,0
B_05057C1-CORTKIOTO,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Kioto,19.28241,-99.1384,05057C1-CORTKIOTO,0
B_05057C1-CORTLEDUC,Anillo Periferico Blvd. Adolfo Ruiz Cortines - Renato Leduc,19.29669,-99.15628,05057C1-CORTLEDUC,0
B_05057C1-CORTCEFIRO,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Cefiro,19.30367,-99.18044,05057C1-CORTCEFIRO,0
B_05057C0-GARAYCAMACH,Anillo Periférico Canal de Garay - Avila Camacho,19.31175,-99.081,05057C0-GARAYCAMACH,0
B_05057C0-CORTMXOCHIM,Anillo Periférico Blvd. Adolfo Ruiz Cortines - México-Xochimilco,19.28209,-99.13929,05057C0-CORTMXOCHIM,0
B_05057C0-CORTCARDIOL,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Cardiología,19.29084,-99.1524,05057C0-CORTCARDIOL,0
B_05057C0-APSARCINIEGA,Anillo Periférico Sur - Arciniega y Luis Alconedo,19.36604,-99.1911,05057C0-APSARCINIEGA,0
B_05057C0-MATECEBALLO,Anillo Periférico Blvd. Adolfo Lopez Mateos - Gob. José Ceballos,19.40835,-99.19434,05057C0-MATECEBALLO,0
B_05057C0-MATECONSTYN,Anillo Periférico Blvd. Adolfo Lopez Mateos - Av. Constituyentes,19.41114,-99.1941,05057C0-MATECONSTYN,0
B_05057A1-GARAYCRIT,Anillo Periférico Canal de Garay - C.R.I.T.,19.32446,-99.07105,05057A1-GARAYCRIT,0
B_05057A1-GARAYAVILA,Anillo Periférico Canal de Garay - Avila Camacho y Puente Peatonal,19.31206,-99.08158,05057A1-GARAYAVILA,0
B_05057A1-GARAYCAFETLS,Anillo Periférico Canal de Garay - Cafetales,19.28924,-99.11589,05057A1-GARAYCAFETLS,0
B_05057A1-GARAYTECMREY,Anillo Periférico Canal de Garay - Tec de Monterrey,19.28245,-99.13893,05057A1-GARAYTECMREY,0
B_05057A1-CORTMXOCHIM,Anillo Periférico Blvd. Adolfo Ruiz Cortines - México-Xochimilco,19.28263,-99.14021,05057A1-CORTMXOCHIM,0
B_05057A1-CORTKIOTO,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Kioto,19.28534,-99.14702,05057A1-CORTKIOTO,0
B_05057A1-CORTVTLALPN,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Viaducto Tlalpan,19.2884,-99.14989,05057A1-CORTVTLALPN,0
B_05057A1-CORTEAZTEC,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Puente Estadio Azteca,19.29476,-99.15488,05057A1-CORTEAZTEC,0
B_05057A1-CORT1900,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Paris 1900,19.30246,-99.16887,05057A1-CORT1900,0
B_05057A1-CORTGRNSUR,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Gran Sur,19.30319,-99.17454,05057A1-CORTGRNSUR,0
B_05057A1-CORTPERISUR,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Perisur,19.30308,-99.18598,05057A1-CORTPERISUR,0
B_05057A1-CORTDELALUZ,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Blvd. de la Luz,19.30754,-99.21458,05057A1-CORTDELALUZ,0
B_05057A1-APSALTAVISTA,Anillo Periférico Sur - Altavista,19.34854,-99.20126,05057A1-APSALTAVISTA,0
B_05057A1-APSFLORES,Anillo Periférico Sur - Av.  las Flores,19.35569,-99.19894,05057A1-APSFLORES,0
B_05057A1-APSBMUERTO,Anillo  Periférico Sur - Barranca del Muerto,19.36316,-99.19096,05057A1-APSBMUERTO,0
B_05057A1-APSMCABRER,Anillo Periférico Sur - Miguel Cabrera,19.37059,-99.19155,05057A1-APSMCABRER,0
B_05057A1-APSVANDICK,Anillo Periférico Sur - Van Dick y La Castañeda,19.37883,-99.19148,05057A1-APSVANDICK,0
B_05057A1-APSANTONIO,Anillo Periférico Sur - San Antonio,19.3846,-99.19082,05057A1-APSANTONIO,0
B_05057A1-MATEOBSERVA,Anillo Periférico Blvd. Adolfo Lopez Mateos - Av. Observatorio,19.40356,-99.19207,05057A1-MATEOBSERVA,0
B_05057A1-MATESROCHA,Anillo Periférico Adolfo Lopez Mateos - Sostenes Rocha,19.40746,-99.19303,05057A1-MATESROCHA,0
B_05057A1-MATEPREFORM,Anillo Periférico Blvd. Adolfo Lopez Mateos - Paseo de la Reforma,19.41003,-99.19384,05057A1-MATEPREFORM,0
B_05057A1-MATEMASARIK,Anillo PEriférico Blvd. Adolfo Lopez Mateos - Presidente Masaryk,19.43124,-99.20719,05057A1-MATEMASARIK,0
B_05057A1-MATELBRUZ,Anillo Periférico Blvd. Adolfo Lopez Mateos - Monte Elbruz y Palmas,19.4332,-99.20933,05057A1-MATELBRUZ,0
B_05057A1-AVILJUANMELL,Anillo Periférico Blvd. Manuel Avila Camacho - Juan Velazquez Mella,19.43426,-99.21076,05057A1-AVILJUANMELL,0
B_05057A1-AVILHORACIO,Anillo Periférico Blvd. Manuel Avila Camacho - Horacio,19.43531,-99.21196,05057A1-AVILHORACIO,0
B_05057A1-AVILEJNAL,Anillo PEriférico Blvd. Manuel Avila Camacho - Ejercito Nacional,19.43841,-99.21384,05057A1-AVILEJNAL,0
B_05057A1-AVILEGARIA,Anillo Periférico Blvd. Manuel Avila Camacho - Calz. Legaria,19.44178,-99.21545,05057A1-AVILEGARIA,0
B_05057A1-AVILSALINILLA,Anillo Periférico Blvd. Manuel Avila Camacho - Presa Salinillas,19.44402,-99.21709,05057A1-AVILSALINILLA,0
B_05057A1-AVILAVELAZQZ,Anillo Periférico Blvd. Manuel Avila Camacho - Antonio Velazquez,19.45124,-99.2198,05057A1-AVILAVELAZQZ,0
B_05057A0-GARAYCRIT,Anillo Periférico Canal de Garay -C.R.I.T.,19.32526,-99.07006,05057A0-GARAYCRIT,0
B_05057A0-CORTPTE2,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Puente 2,19.28771,-99.1183,05057A0-CORTPTE2,0
B_05057A0-CORTPTE1,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Puente 1,19.2867,-99.12063,05057A0-CORTPTE1,0
B_05057A0-CORTDVSNTE,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Prol. División del Norte,19.285020000000006,-99.12505,05057A0-CORTDVSNTE,0
B_05057A0-CORTVAQUERT,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Glorieta de Vaqueritos,19.28407,-99.1284,05057A0-CORTVAQUERT,0
B_05057A0-CORTBUENAVE,Anillo Periférico Blvd. Adolfo Ruiz Cortines - San Buenaventura,19.28444,-99.14658,05057A0-CORTBUENAVE,0
B_05057A0-CORTVTLALPN,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Viaducto Tlalpan,19.29034,-99.15205,05057A0-CORTVTLALPN,0
B_05057A0-CORTLALPAN,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Tlalpan,19.29549,-99.15596,05057A0-CORTLALPAN,0
B_05057A0-CORTRLEDUC,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Renato Leduc,19.29703,-99.15715,05057A0-CORTRLEDUC,0
B_05057A0-CORTOTE10,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Oriente 10,19.30191,-99.16878,05057A0-CORTOTE10,0
B_05057A0-CORTOTE4,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Oriente 4,19.3024,-99.17234,05057A0-CORTOTE4,0
B_05057A0-CORTYOLIZTLI,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Sala Ollin Yoliztli,19.30297,-99.17609,05057A0-CORTYOLIZTLI,0
B_05057A0-CORTINSURG,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Insurgentes Sur,19.30258,-99.18686,05057A0-CORTINSURG,0
B_05057A0-CORTALBORAD,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Alborada,19.30201,-99.19176,05057A0-CORTALBORAD,0
B_05057A0-CORTERESA,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Camino a Santa Teresa,19.30274,-99.19818,05057A0-CORTERESA,0
B_05057A0-CORTDELALUZ,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Blvd. de la Luz,19.30553,-99.20636,05057A0-CORTDELALUZ,0
B_05057A0-CORTTVAZTEC,Anillo Periférico Blvd. Adolfo Ruiz Cortines - TV Azteca,19.306,-99.2087,05057A0-CORTTVAZTEC,0
B_05057A0-CORTHPEMEX,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Hospital PEMEX,19.30755,-99.21582,05057A0-CORTHPEMEX,0
B_05057A0-CORTARASQUI,Anillo Periférico Blvd. Adolfo Ruiz Cortines - Tarasquillo,19.32923,-99.21173,05057A0-CORTARASQUI,0
B_05057A0-APSJERONIMO,Anillo Periférico Sur - San Jerónimo,19.3315,-99.21116,05057A0-APSJERONIMO,0
B_05057A0-APSAVTOLUCA,Anillo Periférico Sur - Av. Toluca,19.34044,-99.20338,05057A0-APSAVTOLUCA,0
B_05057A0-APSDLEONES,Anillo Periférico Sur - Desierto de los Leones,19.34741,-99.20219,05057A0-APSDLEONES,0
B_05057A0-APSFLORES,Anillo Periférico Sur - Las Flores,19.3567,-99.19855,05057A0-APSFLORES,0
B_05057A0-APSBMUERTO,Anillo Periférico Sur - Barranca del Muerto,19.36385,-99.19144,05057A0-APSBMUERTO,0
B_05057A0-APSRTREPADR,Anillo Periférico Sur - Rosa Trepadora,19.37209,-99.19199,05057A0-APSRTREPADR,0
B_05057A0-APSTIZIANO,Anillo Periférico Sur - Tiziano,19.37441,-99.19226,05057A0-APSTIZIANO,0
B_05057A0-APSGIRARDON,Anillo Periférico Sur - Fernando Girardon,19.37641,-99.19203,05057A0-APSGIRARDON,0
B_05057A0-APSANTONIO,Anillo Periférico Sur - San Antonio,19.38424,-99.19139,05057A0-APSANTONIO,0
B_05057A0-APSPRICECLB,Anillo Periférico Sur - Price Club,19.38625,-99.1906,05057A0-APSPRICECLB,0
B_05057A0-APSCALLE10,Anillo Periférico Sur - Calle 10,19.38967,-99.18964,05057A0-APSCALLE10,0
B_05057A0-APSCALLE4,Anillo Periférico Sur - Calle 4,19.39123,-99.18926,05057A0-APSCALLE4,0
B_05057A0-APSHERO1914,Anillo Periférico sur - Héroes de 1914,19.39583,-99.18935,05057A0-APSHERO1914,0
B_05057A0-APSCNOTOLUC,Anillo Periférico Sur - Camino Real a Toluca,19.39783,-99.19031,05057A0-APSCNOTOLUC,0
B_05057A0-ADLFOBSERVA,Anillo Periférico Blvd. Adolfo Lopez Mateos - Av. Observatorio,19.4039,-99.19247,05057A0-ADLFOBSERVA,0
B_05057A0-ADLFSROCHA,Anillo Periférico Blvd. Adolfo Lopez Mateos - General Sostenes Rocha,19.40712000000001,-99.19326,05057A0-ADLFSROCHA,0
B_05057A0-ADLFCEBALLO,Anillo Periférico Blvd. Adolfo Lopez Mateos - Gob. José Ceballos,19.40987,-99.19426,05057A0-ADLFCEBALLO,0
B_05057A0-ADLFCONSYNTS,Anillo Periférico Blvd. Adolfo Lopez Mateos - Av. Constituyentes,19.41039,-99.19418,05057A0-ADLFCONSYNTS,0
B_05057A0-ADLFPAPALOT,Anillo Periférico Blvd. Adolfo López Mateos - Papalote,19.4161,-99.19446,05057A0-ADLFPAPALOT,0
B_05057A0-AVILPETROLE,Anillo Periférico Blvd. Manuel Avila Camacho - Fuente de Petróleo,19.42438,-99.20089,05057A0-AVILPETROLE,0
B_05057A0-AVILPREFORM,Anillo Periférico Blvd. Manuel Avila Camacho - Paseo de la Reforma,19.42818,-99.20381,05057A0-AVILPREFORM,0
B_05057A0-AVILTECAMACH,Anillo Periférico Blvd. Manuel Avila Camacho - Tecamachalco,19.43352,-99.21032,05057A0-AVILTECAMACH,0
B_05057A0-AVILBTLCELAYA,Anillo Periférico Blvd. Manuel Avila Camacho - Batalla de Celaya,19.43549,-99.21257,05057A0-AVILBTLCELAYA,0
B_05057A0-AVILJCABRAL,Anillo Periférico Blvd. Manuel Avila Camacho - General Juan Cabral,19.43924,-99.21461,05057A0-AVILJCABRAL,0
B_05057A0-AVILINDMILITA,Anillo Periférico Blvd. Manuel Avila Camacho - Av. Industria Militar,19.44232,-99.21639,05057A0-AVILINDMILITA,0
B_05057A0-AVILCONSCRIPT,Anillo Periférico Blvd. Manuel Avila Camacho - Conscripto,19.44491,-99.21977,05057A0-AVILCONSCRIPT,0
B_05057A0-AVILZAPADORE,Anillo Periférico Blvd. Manuel Avila Camacho - Ingenieros Zapadores,19.45296,-99.22029,05057A0-AVILZAPADORE,0
B_05052C1-ERMACATITLA,Calz. Ermita Iztapalapa - Santa Marta Acatitla,19.35862,-98.99246,05052C1-ERMACATITLA,0
B_05052C1-ERMLIRIO,Calz. Ermita Iztapalapa - Lirio,19.34372,-99.05925,05052C1-ERMLIRIO,0
B_05052C1-ERMCAMPANUL,Calz. Ermita Zaragoza - Campanula,19.35035,-99.0737,05052C1-ERMCAMPANUL,0
B_05052C1-ERMESTRELLA,Calz. Ermita Iztapalapa - Cerro de la Estrella,19.35617,-99.08633,05052C1-ERMESTRELLA,0
B_05052C1-ERMROJOGMZ,Calz. Ermita Iztapalapa - Rojo Gómez,19.35648,-99.08743,05052C1-ERMROJOGMZ,0
B_05052C1-ERMSANFPE,Calz. Ermita Iztapalapa - San Felipe,19.35619,-99.09206,05052C1-ERMSANFPE,0
B_05052C1-ERMCONVENTO,Calz. Ermita Iztapalapa - Convento,19.35579,-99.09521,05052C1-ERMCONVENTO,0
B_05052C1-ERMPTETITLA,Calz. Ermita Iztapalapa - Puente Titla,19.35547,-99.0987,05052C1-ERMPTETITLA,0
B_05052C1-ERMATLALILCO,Calz. Ermita Iztapalapa - Metro Atlalilco,19.35571,-99.10132,05052C1-ERMATLALILCO,0
B_05052C1-ERMTLAHUAC,Calz. Ermita Iztapalapa - Av. Tláhuac,19.35602,-99.10589,05052C1-ERMTLAHUAC,0
B_05052C1-ERMAIZ,Calz. Ermita Iztapalapa - Maíz,19.35684,-99.11532,05052C1-ERMAIZ,0
B_05052C1-ERMAVENA,Calz. Ermita Iztapalapa - Avena,19.35749,-99.11927,05052C1-ERMAVENA,0
B_05052C1-ERMVIGA,Calz. Ermita Iztapalapa - La Viga,19.35763,-99.12208,05052C1-ERMVIGA,0
B_05052C1-ERMCRUZSUR,Calz. Ermita Iztapalapa - Cruz del Sur ,19.35827,-99.12805,05052C1-ERMCRUZSUR,0
B_05052C1-ERMAURIGA,Calz. Ermita Iztapalapa - Auriga,19.35874,-99.13225,05052C1-ERMAURIGA,0
B_05052C1-ERMSUR73,Calz. Ermita Iztapalapa - Sur 73,19.35902,-99.13481,05052C1-ERMSUR73,0
B_05052C1-ERMPELIASCAL,Calz. Ermita Iztapalapa - Plutarco Elias Calles,19.35955,-99.13966,05052C1-ERMPELIASCAL,0
B_05052C1-POPOALHAMBR,Av. Popocatepetl - Alhambra,19.36027,-99.1452,05052C1-POPOALHAMBR,0
B_05052C1-POPOCANARIAS,Av. Popocatepetl - Canarias,19.36081,-99.14835,05052C1-POPOCANARIAS,0
B_05052C1-POPOEJCTRLC,Av. Popocatepetl - Eje Central Lázaro Cardenas,19.3613,-99.15152,05052C1-POPOEJCTRLC,0
B_05052C1-POPODVSNTE,Av. Popocatepetl - División del Norte,19.36176,-99.15442,05052C1-POPODVSNTE,0
B_05052C1-POPOTRAVEN,Av. Popocatepetl - Bruno Traven,19.36224,-99.15704,05052C1-POPOTRAVEN,0
B_05052C1-POPOUXMAL,Av. Popocatepetl - Uxmal,19.36367000000001,-99.16035,05052C1-POPOUXMAL,0
B_05052C1-EJ8CUAUHTEMO,Cuauhtémoc,19.36463,-99.1626,05052C1-EJ8CUAUHTEMO,0
B_05052C0-STAMRTA,C. C. Metro Santa Marta - Cetram Santa Marta Anden A,19.36008,-98.99548,05052C0-STAMRTA,0
B_05052C0-GRLMORELCAR,Generalisimo Morelos - Carretera Federal Peubal-México,19.35874,-98.99245,05052C0-GRLMORELCAR,0
B_05052C0-ERMCERVANTE,Calz. Ermita Iztapalapa - Luis Cervantes,19.35832000000001,-99.00089,05052C0-ERMCERVANTE,0
B_05052C0-ERMSANTIAGO,Calz. Ermita Iztapalapa - Santiago,19.35766,-99.00238,05052C0-ERMSANTIAGO,0
B_05052C0-ERMSENTIES,Calz. Ermita Iztapalapa - Octavio Senties,19.35357,-99.01252,05052C0-ERMSENTIES,0
B_05052C0-ERMTORRES,Calz. Ermita Iztapalapa - Av. las Torres,19.35264,-99.01472,05052C0-ERMTORRES,0
B_05052C0-ERMJALISCO,Calz. Ermita Iztapalapa - Jalisco,19.34486,-99.02517,05052C0-ERMJALISCO,0
B_05052C0-ERMCONST1917,Calz. Ermita Iztapalapa - Metro Constitución de 1917,19.34601,-99.06339,05052C0-ERMCONST1917,0
B_05052C0-ERMGPEVICTO,Calz. Ermita Iztapalapa - Guadalupe Victoria y San Lorenzo,19.35123,-99.07517,05052C0-ERMGPEVICTO,0
B_05052C0-ERMESTREL,Calz. Ermita Iztapalapa - Metro Cerro de la Estrella,19.35595,-99.08555,05052C0-ERMESTREL,0
B_05052C0-ERMESTRELLA,Calz. Ermita Iztapalapa - Camino Cerro de la Estrella,19.35864,-99.08986,05052C0-ERMESTRELLA,0
B_05052C0-ERMIZTAPALAPA,Calz. Ermita Iztapalapa - Metro Iztapalapa,19.35785,-99.09346,05052C0-ERMIZTAPALAPA,0
B_05052C0-ERMPTETITLA,Calz. Ermita Iztapalapa - Puente Titla,19.3567,-99.09748,05052C0-ERMPTETITLA,0
B_05052C0-ERMATLALILCO,Calz. Ermita Iztapalapa - Metro Atlalilco,19.35613,-99.10111,05052C0-ERMATLALILCO,0
B_05052C0-ERMTLAHUAC,Calz. Ermita Iztapalapa - Av. Tláhuac,19.35617,-99.10535,05052C0-ERMTLAHUAC,0
B_05052C0-ERMJUAREZ,Calz. Ermita Iztapalapa - Año de Juárez,19.35648,-99.10925,05052C0-ERMJUAREZ,0
B_05052C0-ERMRADAMES,Calz. Ermita Iztapalapa - General Radames Andrade,19.35698,-99.11505,05052C0-ERMRADAMES,0
B_05052C0-ERMAVENA,Calz. Ermita Iztapalapa - Avena y Artesanos,19.35762,-99.1189,05052C0-ERMAVENA,0
B_05052C0-ERMVIGA,Calz. Ermita Iztapalapa - La Viga,19.35776,-99.12157,05052C0-ERMVIGA,0
B_05052C0-ERMJORGERIV,Calz. Ermita Iztapalapa - Jorge Alberto Rivas,19.35796,-99.12482,05052C0-ERMJORGERIV,0
B_05052C0-ERMSUR85A,Calz. Ermita Iztapalapa - Sur 85A,19.35827,-99.12722,05052C0-ERMSUR85A,0
B_05052C0-ERMSUR83,Calz. Ermita Iztapalapa - Sur 83,19.35845,-99.12866,05052C0-ERMSUR83,0
B_05052C0-ERMSUR75A,Calz. Ermita Iztapalapa - Sur 75A,19.35888,-99.1327,05052C0-ERMSUR75A,0
B_05052C0-ERMSUR73,Calz. Ermita Iztapalapa - Sur 73,19.35907000000001,-99.13446,05052C0-ERMSUR73,0
B_05052C0-ERMPELIASCALL,Calz. Ermita Iztapalapa - Plutarco Elias Calles,19.35956,-99.13908,05052C0-ERMPELIASCALL,0
B_05052C0-EJ8PPALHAMBR,Eje 8 Popocatepetl - Alhambra,19.36038,-99.14492,05052C0-EJ8PPALHAMBR,0
B_05052C0-EJ8PPCANARIAS,Eje 8 Popocatepetl - Canarias,19.36082,-99.14812,05052C0-EJ8PPCANARIAS,0
B_05052C0-EJ8PPEJCTRLC,Eje 8 Popocatepetl - Eje Central Lázaro Cardenas,19.36129,-99.1512,05052C0-EJ8PPEJCTRLC,0
B_05052C0-EJ8PPTOKIO,Eje 8 Popocatepetl - Tokio,19.36178,-99.15384,05052C0-EJ8PPTOKIO,0
B_05052C0-EJ8PPIRINEOS,Eje 8 Popocatepetl - Pirineos,19.36278,-99.15824,05052C0-EJ8PPIRINEOS,0
B_05052C0-EJ8PPUXMAL,Eje 8 Popocatepetl - Uxmal,19.36362,-99.16007,05052C0-EJ8PPUXMAL,0
B_05052C0-EJ8PPCUAUHTE,Eje 8 Popocatepetl - Cuauhtémoc,19.36467,-99.16258,05052C0-EJ8PPCUAUHTE,0
